crashId,crashType,numberFatalities,busInvolvement,heavyRigidTruckInvolvement,articulatedTruckInvolvement,speedLimit,nationalRoadType
20173218,Single,1,No,No,No,100,Sub-arterial Road
20174045,Single,1,No,No,No,40,Sub-arterial Road
20171032,Single,1,No,No,No,100,Sub-arterial Road
20161191,Single,1,No,No,No,80,Collector Road
20165025,Single,1,No,No,No,110,National or State Highway
20167007,Single,1,No,No,No,130,National or State Highway
20164048,Single,1,No,No,No,110,National or State Highway
20161231,Single,1,No,No,No,80,Collector Road
20165110,Multiple,2,No,No,No,110,Local Road
20165162,Single,1,No,No,No,110,Arterial Road
20161340,Single,1,No,Yes,No,100,Sub-arterial Road
20165062,Multiple,2,No,No,Yes,110,National or State Highway
20165027,Single,1,No,No,No,110,Local Road
20161087,Single,1,No,No,No,100,National or State Highway
20161054,Multiple,2,No,No,No,60,Local Road
20165081,Single,1,No,No,Yes,110,National or State Highway
20164021,Single,1,No,No,No,100,Local Road
20165039,Single,1,No,No,No,70,National or State Highway
20161144,Single,1,No,No,No,80,National or State Highway
20164011,Single,1,No,No,No,100,Sub-arterial Road
20161221,Single,1,No,No,No,100,National or State Highway
20161004,Single,1,No,No,No,100,National or State Highway
20165105,Single,1,No,No,No,70,Arterial Road
20166004,Single,1,No,No,No,80,Sub-arterial Road
20167014,Single,1,No,No,No,60,Collector Road
20161135,Single,1,No,No,Yes,100,National or State Highway
20161129,Single,1,No,No,No,80,Collector Road
20165113,Single,1,No,Yes,Yes,110,National or State Highway
20166005,Single,1,No,No,No,110,National or State Highway
20161211,Single,1,No,No,No,70,Arterial Road
20161244,Single,1,No,No,No,100,Sub-arterial Road
20161010,Single,1,No,No,No,80,Arterial Road
20161115,Single,1,No,No,No,50,Local Road
20161079,Single,1,No,No,No,80,Arterial Road
20161066,Single,1,No,No,No,110,National or State Highway
20167005,Single,1,No,No,Yes,130,National or State Highway
20161262,Single,1,No,No,Yes,100,Sub-arterial Road
20164004,Single,1,No,No,No,110,Local Road
20161303,Single,1,No,No,No,50,Local Road
20165012,Multiple,2,No,No,No,50,Local Road
20161320,Single,1,No,No,No,80,Arterial Road
20161124,Single,1,No,No,No,50,Local Road
20164045,Single,1,No,No,Yes,100,Access road
20161271,Single,1,No,No,No,100,Sub-arterial Road
20161151,Single,1,No,No,No,100,Sub-arterial Road
20164037,Single,1,No,No,No,60,Collector Road
20165131,Single,1,No,No,No,60,Local Road
20161082,Single,1,No,No,No,100,Local Road
20167009,Single,1,No,No,No,100,Arterial Road
20161161,Single,1,No,No,No,60,Collector Road
20165088,Single,1,No,No,No,110,Local Road
20165158,Single,1,No,No,No,90,Arterial Road
20161194,Single,1,No,No,No,50,Local Road
20165151,Single,1,No,No,No,110,Local Road
20161168,Single,1,No,No,No,80,National or State Highway
20161167,Single,1,No,No,No,60,Local Road
20165036,Single,1,No,No,No,50,Local Road
20166006,Single,1,No,No,No,100,Collector Road
20165043,Single,1,No,No,No,60,Arterial Road
20165117,Single,1,No,Yes,No,100,Local Road
20165126,Single,1,No,No,No,110,Arterial Road
20167031,Single,1,No,No,No,110,Sub-arterial Road
20161251,Single,1,No,No,Yes,80,National or State Highway
20167023,Single,1,No,No,No,130,National or State Highway
20161261,Single,1,No,Yes,No,80,Sub-arterial Road
20161288,Single,1,No,No,No,100,National or State Highway
20161015,Single,1,No,No,No,40,Arterial Road
20161235,Single,1,No,No,No,50,Local Road
20164006,Single,1,No,No,No,80,Sub-arterial Road
20161322,Single,1,No,No,No,50,Collector Road
20161226,Single,1,No,No,No,60,Collector Road
20165066,Single,1,No,No,No,110,National or State Highway
20161253,Single,1,No,No,No,50,Local Road
20164020,Multiple,4,No,No,No,80,National or State Highway
20161250,Single,1,No,No,No,70,Arterial Road
20161142,Single,1,No,No,No,110,Sub-arterial Road
20167038,Multiple,2,No,No,No,130,National or State Highway
20167035,Single,1,No,No,No,50,Local Road
20165089,Single,1,No,No,No,60,Arterial Road
20165041,Single,1,No,No,No,70,National or State Highway
20165011,Single,1,No,No,No,110,National or State Highway
20165136,Single,1,No,No,No,80,Arterial Road
20166029,Single,1,No,No,No,80,National or State Highway
20161042,Single,1,No,No,No,60,Arterial Road
20164052,Single,1,No,No,Yes,110,National or State Highway
20164008,Single,1,No,No,No,100,Arterial Road
20161214,Single,1,No,No,No,60,Arterial Road
20168008,Single,1,No,No,No,100,Collector Road
20165156,Multiple,2,No,No,No,110,Local Road
20161086,Single,1,No,No,No,80,Arterial Road
20165077,Single,1,No,No,No,80,Arterial Road
20161076,Single,1,No,No,No,100,Arterial Road
20161232,Single,1,No,No,No,100,Arterial Road
20165168,Single,1,No,No,No,90,Local Road
20165078,Single,1,No,No,No,60,Arterial Road
20165119,Single,1,No,No,No,110,National or State Highway
20165003,Single,1,No,No,No,100,National or State Highway
20164062,Single,1,No,No,No,100,Arterial Road
20161055,Single,1,No,No,No,100,Arterial Road
20161099,Single,1,No,No,No,100,National or State Highway
20161179,Single,1,No,No,No,80,Arterial Road
20165160,Single,1,No,No,No,50,Local Road
20161053,Single,1,No,Yes,No,60,Arterial Road
20161354,Single,1,No,No,No,50,National or State Highway
20161145,Single,1,No,No,No,100,Sub-arterial Road
20161272,Single,1,No,No,Yes,70,National or State Highway
20161223,Single,1,No,Yes,No,100,National or State Highway
20161035,Single,1,No,No,No,100,National or State Highway
20164071,Single,1,Yes,No,No,50,Sub-arterial Road
20161195,Single,1,No,No,No,50,Local Road
20164057,Single,1,No,No,No,80,Arterial Road
20164016,Single,1,No,Yes,No,110,National or State Highway
20165087,Single,1,No,No,No,110,Arterial Road
20166002,Single,1,No,No,No,90,National or State Highway
20161047,Multiple,2,No,No,Yes,110,National or State Highway
20161017,Single,1,No,No,No,80,Arterial Road
20167018,Single,1,No,No,No,110,Arterial Road
20167013,Single,1,No,No,Yes,10,Local Road
20167040,Single,1,No,No,No,110,Arterial Road
20166021,Single,1,No,No,No,40,National or State Highway
20161089,Multiple,2,No,No,No,100,Arterial Road
20161202,Single,1,No,No,No,80,Arterial Road
20161071,Single,1,No,No,No,50,Local Road
20164017,Single,1,No,No,No,60,Arterial Road
20164059,Single,1,Yes,No,No,60,National or State Highway
20165023,Single,1,No,No,No,60,Arterial Road
20161273,Single,1,No,No,No,110,National or State Highway
20165121,Multiple,3,No,No,No,110,National or State Highway
20165138,Multiple,2,No,No,No,110,National or State Highway
20166030,Single,1,No,No,No,80,Local Road
20161330,Single,1,No,No,No,110,Arterial Road
20164075,Single,1,No,No,No,110,National or State Highway
20167037,Single,1,No,No,No,130,National or State Highway
20164013,Single,1,No,No,No,50,Local Road
20167016,Multiple,2,No,No,Yes,100,Arterial Road
20161336,Single,1,No,No,No,80,Sub-arterial Road
20165122,Single,1,No,No,No,110,Arterial Road
20165018,Single,1,No,No,No,110,Local Road
20165069,Multiple,2,No,No,No,110,Arterial Road
20161090,Single,1,Yes,No,No,50,Arterial Road
20161227,Single,1,No,No,No,80,National or State Highway
20161296,Single,1,No,No,No,50,Sub-arterial Road
20164053,Single,1,No,No,No,100,Local Road
20165167,Single,1,No,No,No,110,Local Road
20168001,Single,1,No,No,No,60,Collector Road
20161178,Single,1,No,No,No,50,Local Road
20161188,Single,1,No,No,No,60,Sub-arterial Road
20165170,Single,1,No,No,No,70,Arterial Road
20161116,Multiple,2,No,Yes,Yes,80,Collector Road
20165101,Single,1,No,No,No,50,Local Road
20161352,Single,1,No,No,No,110,National or State Highway
20161242,Single,1,No,No,No,100,Arterial Road
20161356,Single,1,No,No,No,100,Sub-arterial Road
20168003,Single,1,No,No,No,80,Local Road
20165022,Single,1,No,No,No,50,Local Road
20161143,Single,1,No,No,No,60,Arterial Road
20167012,Single,1,No,No,No,110,Sub-arterial Road
20164049,Single,1,No,No,No,40,National or State Highway
20161238,Single,1,No,No,No,70,Collector Road
20164022,Single,1,No,No,Yes,110,National or State Highway
20161277,Single,1,No,No,No,110,National or State Highway
20161110,Single,1,No,No,No,110,National or State Highway
20161209,Single,1,No,Yes,No,100,National or State Highway
20165071,Single,1,No,No,No,70,Arterial Road
20161329,Single,1,No,No,No,100,Local Road
20165038,Single,1,No,No,No,80,National or State Highway
20161081,Single,1,No,No,No,80,Sub-arterial Road
20164065,Single,1,No,No,No,100,Arterial Road
20165128,Single,1,No,No,No,80,Local Road
20165086,Single,1,No,No,No,110,Arterial Road
20166008,Single,1,No,No,No,100,National or State Highway
20161346,Multiple,2,No,No,No,100,National or State Highway
20161051,Single,1,No,No,No,60,Local Road
20165097,Single,1,No,No,No,70,Arterial Road
20161153,Single,1,No,No,No,70,Sub-arterial Road
20164023,Single,1,No,No,No,60,Local Road
20161308,Single,1,No,No,No,100,National or State Highway
20161020,Single,1,No,No,No,50,Local Road
20161092,Single,1,No,No,No,50,Local Road
20168009,Single,1,No,No,No,70,Collector Road
20164031,Single,1,No,No,No,110,National or State Highway
20161323,Single,1,No,No,No,60,Arterial Road
20161171,Single,1,No,No,No,60,Arterial Road
20164034,Single,1,No,No,No,80,National or State Highway
20161100,Single,1,No,No,No,100,Arterial Road
20161138,Single,1,No,No,Yes,100,National or State Highway
20165109,Single,1,No,Yes,No,60,National or State Highway
20161247,Single,1,No,No,No,50,Collector Road
20161207,Single,1,No,No,No,80,National or State Highway
20165149,Single,1,No,No,No,80,Local Road
20168011,Single,1,No,No,Yes,100,National or State Highway
20161279,Single,1,No,No,No,110,National or State Highway
20161181,Single,1,No,Yes,No,100,National or State Highway
20161003,Multiple,2,No,Yes,No,100,National or State Highway
20161014,Single,1,No,No,No,50,Arterial Road
20161170,Single,1,Yes,No,No,40,Arterial Road
20161173,Single,1,No,No,No,60,Local Road
20165053,Single,1,No,No,No,100,Local Road
20166016,Single,1,No,No,No,100,Collector Road
20161292,Single,1,No,No,No,80,Collector Road
20161230,Single,1,No,No,Yes,110,National or State Highway
20161026,Single,1,No,No,No,60,National or State Highway
20161278,Single,1,No,No,Yes,80,National or State Highway
20165085,Single,1,No,No,No,90,Local Road
20161215,Single,1,No,Yes,No,40,Local Road
20161343,Single,1,No,No,No,80,Arterial Road
20165007,Multiple,2,No,No,No,70,Local Road
20161245,Single,1,No,No,No,60,Sub-arterial Road
20164035,Single,1,No,No,No,80,National or State Highway
20161335,Single,1,No,No,No,90,Arterial Road
20166012,Single,1,No,No,No,100,National or State Highway
20161198,Single,1,No,No,No,100,Arterial Road
20166019,Single,1,No,No,No,100,Collector Road
20164056,Single,1,No,No,No,110,National or State Highway
20164060,Single,1,No,No,No,80,Sub-arterial Road
20161169,Single,1,No,No,Yes,90,National or State Highway
20165146,Single,1,No,No,No,70,Arterial Road
20166025,Multiple,2,No,No,No,60,National or State Highway
20164063,Single,1,No,No,No,100,Sub-arterial Road
20161218,Single,1,No,No,No,40,Local Road
20161339,Single,1,Yes,No,No,60,Arterial Road
20165165,Single,1,No,No,No,70,Arterial Road
20165102,Single,1,No,No,No,110,Arterial Road
20161203,Multiple,2,No,No,No,100,Arterial Road
20165157,Single,1,No,No,No,90,Arterial Road
20161149,Single,1,No,No,No,80,Sub-arterial Road
20161302,Single,1,No,Yes,No,80,Arterial Road
20164039,Single,1,No,No,No,50,Collector Road
20165010,Single,1,No,No,No,100,Local Road
20161112,Single,1,No,No,No,60,Local Road
20161056,Single,1,No,No,No,80,National or State Highway
20161291,Single,1,No,Yes,No,70,Arterial Road
20161029,Single,1,No,No,No,100,Arterial Road
20165024,Single,1,No,No,No,110,National or State Highway
20161338,Single,1,No,No,Yes,80,National or State Highway
20161300,Single,1,Yes,No,No,60,Sub-arterial Road
20161219,Single,1,No,No,No,60,Local Road
20161061,Single,1,No,No,No,100,Access road
20161031,Single,1,No,No,No,100,National or State Highway
20161206,Single,1,No,No,No,100,Sub-arterial Road
20164041,Single,1,No,No,No,60,Sub-arterial Road
20161057,Single,1,No,No,No,100,Arterial Road
20165067,Single,1,Yes,No,No,60,Arterial Road
20164054,Single,1,No,Yes,No,80,National or State Highway
20161328,Single,1,No,No,No,100,Arterial Road
20161028,Single,1,No,No,No,60,Local Road
20165133,Single,1,No,No,No,70,Local Road
20161353,Multiple,2,No,No,No,100,Arterial Road
20167022,Single,1,No,No,No,130,National or State Highway
20161349,Single,1,No,No,No,100,Arterial Road
20167024,Multiple,2,No,No,No,110,Sub-arterial Road
20161246,Single,1,No,No,No,50,Collector Road
20161108,Single,1,No,No,No,100,National or State Highway
20161176,Single,1,No,No,No,80,Arterial Road
20165050,Single,1,No,No,No,110,National or State Highway
20161289,Single,1,Yes,No,No,60,Arterial Road
20161080,Single,1,No,No,No,100,Arterial Road
20164047,Single,1,No,No,No,80,Sub-arterial Road
20161184,Single,1,No,No,No,100,National or State Highway
20161268,Single,1,No,No,No,50,Local Road
20161314,Single,1,No,No,No,100,Sub-arterial Road
20161248,Single,1,No,No,No,110,National or State Highway
20161091,Single,1,No,No,No,100,National or State Highway
20165095,Single,1,No,No,No,70,Local Road
20165009,Single,1,No,No,No,100,National or State Highway
20161088,Single,1,No,No,No,60,Arterial Road
20165103,Multiple,3,No,No,No,90,Arterial Road
20161234,Single,1,No,No,No,90,Arterial Road
20161205,Single,1,No,No,No,50,Local Road
20165140,Single,1,No,No,No,60,Arterial Road
20164066,Single,1,No,No,No,100,Local Road
20167011,Single,1,No,No,No,80,Local Road
20165068,Single,1,No,No,No,110,Arterial Road
20161317,Single,1,No,No,No,60,Arterial Road
20164005,Single,1,No,No,No,110,National or State Highway
20161225,Single,1,No,No,No,100,National or State Highway
20165123,Multiple,2,No,No,No,110,National or State Highway
20161052,Single,1,No,No,No,80,National or State Highway
20161033,Single,1,No,Yes,No,80,Collector Road
20161019,Single,1,No,No,No,60,Local Road
20165028,Single,1,No,Yes,No,60,Arterial Road
20167001,Single,1,No,No,No,110,Sub-arterial Road
20161156,Single,1,No,No,No,80,Sub-arterial Road
20167033,Single,1,No,No,No,110,Arterial Road
20161193,Single,1,No,No,No,50,Arterial Road
20164015,Single,1,No,No,No,80,Local Road
20165099,Single,1,No,Yes,No,110,Arterial Road
20165058,Single,1,No,No,No,110,National or State Highway
20161059,Single,1,No,No,No,80,Arterial Road
20161147,Single,1,No,No,No,70,Local Road
20161204,Single,1,No,No,No,100,Arterial Road
20164067,Single,1,No,No,Yes,90,National or State Highway
20165017,Single,1,No,No,Yes,110,National or State Highway
20164026,Single,1,No,No,No,110,Local Road
20165031,Single,1,No,No,No,80,Local Road
20161286,Single,1,No,No,No,80,Sub-arterial Road
20166023,Single,1,Yes,No,No,50,Arterial Road
20165143,Single,1,No,No,No,60,National or State Highway
20165037,Single,1,No,No,No,50,Local Road
20161075,Multiple,2,No,No,No,100,National or State Highway
20165106,Single,1,No,No,No,80,National or State Highway
20161216,Single,1,No,No,No,110,National or State Highway
20165150,Single,1,No,No,No,50,Local Road
20166001,Single,1,No,No,No,100,National or State Highway
20167025,Single,1,No,No,No,130,National or State Highway
20161152,Single,1,No,No,No,50,Local Road
20161063,Single,1,No,No,No,100,Sub-arterial Road
20168006,Single,1,No,No,No,100,National or State Highway
20165073,Single,1,No,No,No,110,National or State Highway
20161041,Single,1,No,No,No,100,National or State Highway
20164033,Single,1,No,No,No,50,Access road
20161109,Single,1,No,No,No,80,Collector Road
20161197,Single,1,No,No,No,40,Sub-arterial Road
20161192,Single,1,No,No,No,90,National or State Highway
20161130,Single,1,No,No,No,110,National or State Highway
20165094,Single,1,No,No,No,110,Arterial Road
20165046,Single,1,No,No,No,80,Arterial Road
20161131,Single,1,No,No,No,90,Sub-arterial Road
20164042,Single,1,No,No,No,100,Collector Road
20161280,Single,1,No,No,No,70,Arterial Road
20161350,Single,1,No,No,No,50,Local Road
20165054,Single,1,No,No,No,110,Arterial Road
20161034,Single,1,No,No,No,50,Arterial Road
20165152,Single,1,No,No,No,110,Local Road
20161096,Single,1,No,No,No,50,Collector Road
20161128,Multiple,2,No,No,No,100,Sub-arterial Road
20165055,Single,1,No,No,No,100,National or State Highway
20161275,Single,1,No,No,No,40,Sub-arterial Road
20161102,Single,1,No,No,No,80,Arterial Road
20161119,Multiple,2,No,No,No,50,Local Road
20161290,Single,1,No,No,No,60,Arterial Road
20161162,Single,1,No,No,No,100,Arterial Road
20165084,Single,1,No,No,Yes,50,Local Road
20165090,Single,1,No,No,No,100,Local Road
20167028,Single,1,No,No,No,100,Arterial Road
20167015,Single,1,No,No,No,110,Sub-arterial Road
20161307,Single,1,No,No,No,100,National or State Highway
20161344,Single,1,No,No,No,50,Collector Road
20165083,Single,1,No,No,No,110,Arterial Road
20165144,Single,1,No,No,No,110,Arterial Road
20161304,Single,1,No,No,No,80,Local Road
20165005,Single,1,No,No,No,110,National or State Highway
20168005,Single,1,No,No,No,100,National or State Highway
20165056,Single,1,No,No,No,90,Arterial Road
20161293,Single,1,No,Yes,No,100,Arterial Road
20161228,Single,1,No,No,No,50,Collector Road
20161243,Single,1,No,No,No,90,Arterial Road
20161284,Single,1,No,No,No,70,Collector Road
20161326,Single,1,Yes,No,No,50,Local Road
20164003,Single,1,No,No,No,110,Arterial Road
20165001,Single,1,No,No,No,60,Arterial Road
20161239,Multiple,2,No,No,No,100,Arterial Road
20165029,Single,1,No,No,No,60,Local Road
20161039,Single,1,No,No,No,100,Sub-arterial Road
20161113,Single,1,No,No,No,70,Arterial Road
20161258,Single,1,No,No,No,100,Sub-arterial Road
20161185,Single,1,No,No,No,100,National or State Highway
20161122,Single,1,No,No,No,60,National or State Highway
20164051,Single,1,No,No,No,60,Arterial Road
20161007,Single,1,No,No,No,60,Local Road
20161146,Single,1,No,No,No,60,Arterial Road
20161240,Single,1,No,No,No,60,Collector Road
20164012,Single,1,No,No,No,100,Sub-arterial Road
20161024,Single,1,No,No,No,100,Arterial Road
20161269,Single,1,No,No,No,80,Local Road
20161157,Single,1,No,No,No,80,Arterial Road
20164025,Single,1,No,No,No,50,Local Road
20161067,Single,1,No,No,Yes,100,National or State Highway
20161095,Single,1,No,No,No,90,Arterial Road
20165064,Single,1,No,No,No,110,Local Road
20161044,Single,1,No,No,No,100,Sub-arterial Road
20161137,Single,1,No,No,No,80,Arterial Road
20165048,Single,1,No,No,No,80,Arterial Road
20165051,Single,1,No,No,No,110,National or State Highway
20161101,Single,1,No,No,No,50,Local Road
20165120,Single,1,No,No,No,50,Local Road
20161064,Single,1,No,No,No,100,Arterial Road
20161172,Single,1,No,No,No,60,Local Road
20167020,Single,1,No,No,No,70,Arterial Road
20161325,Single,1,No,No,Yes,100,National or State Highway
20161005,Single,1,No,No,No,50,Local Road
20165042,Single,1,No,No,No,110,Local Road
20164074,Single,1,No,No,No,80,Arterial Road
20161148,Single,1,No,No,No,50,Local Road
20161140,Multiple,2,No,No,Yes,100,Arterial Road
20164014,Single,1,No,No,No,50,Local Road
20166009,Multiple,2,No,No,Yes,100,Local Road
20164007,Single,1,No,No,Yes,80,Arterial Road
20165166,Single,1,No,No,No,50,Local Road
20161166,Multiple,2,No,No,No,100,Local Road
20161123,Single,1,No,No,No,100,Local Road
20161186,Single,1,No,No,No,50,Collector Road
20161217,Single,1,No,No,No,50,Local Road
20161265,Single,1,No,Yes,No,70,Arterial Road
20165061,Single,1,No,No,No,60,Arterial Road
20161155,Single,1,No,Yes,No,60,Collector Road
20161210,Single,1,No,No,No,50,Local Road
20167019,Multiple,2,No,No,No,60,National or State Highway
20165013,Single,1,No,No,No,100,Local Road
20161254,Single,1,No,No,No,100,National or State Highway
20161032,Multiple,2,No,No,No,100,Arterial Road
20161310,Single,1,No,Yes,No,80,Arterial Road
20161196,Single,1,No,No,No,80,Sub-arterial Road
20161001,Single,1,No,No,No,110,National or State Highway
20166024,Single,1,No,No,No,60,Arterial Road
20164046,Single,1,No,Yes,No,70,National or State Highway
20161097,Single,1,No,No,No,50,Local Road
20164001,Single,1,No,No,Yes,100,Collector Road
20164064,Single,1,No,No,No,110,National or State Highway
20161038,Single,1,No,No,No,90,Arterial Road
20161183,Single,1,No,No,No,80,Arterial Road
20168007,Single,1,No,No,No,50,Local Road
20165035,Single,1,No,No,No,110,Arterial Road
20165163,Single,1,No,No,No,80,Local Road
20161319,Single,1,No,No,No,80,National or State Highway
20161180,Single,1,No,No,No,60,Arterial Road
20161011,Single,1,No,No,No,100,National or State Highway
20161224,Single,1,No,No,No,80,National or State Highway
20161276,Single,1,No,No,No,110,National or State Highway
20161301,Single,1,No,No,No,100,Local Road
20167039,Single,1,No,No,No,80,Local Road
20161118,Single,1,No,No,No,90,National or State Highway
20164030,Single,1,No,No,No,50,Local Road
20161021,Single,1,No,No,No,50,Local Road
20167002,Single,1,No,No,No,110,Sub-arterial Road
20165164,Single,1,No,No,No,70,Arterial Road
20161318,Single,1,No,No,No,80,National or State Highway
20165145,Single,1,No,No,No,50,Arterial Road
20165002,Single,1,No,No,No,110,National or State Highway
20164050,Single,1,No,No,Yes,110,Arterial Road
20165063,Single,1,No,Yes,No,110,National or State Highway
20161062,Single,1,No,No,No,110,National or State Highway
20161060,Single,1,No,No,No,100,National or State Highway
20161134,Single,1,No,No,No,50,Local Road
20161002,Single,1,No,No,No,50,Local Road
20166003,Single,1,No,No,No,100,Sub-arterial Road
20161334,Single,1,No,No,No,100,Arterial Road
20161065,Single,1,No,Yes,No,90,National or State Highway
20165112,Single,1,No,No,No,70,Local Road
20161049,Single,1,No,No,No,50,Local Road
20161299,Single,1,No,No,No,80,Arterial Road
20165139,Single,1,No,No,No,80,Arterial Road
20164069,Single,1,No,No,No,50,Arterial Road
20164072,Single,1,No,No,No,50,Collector Road
20161133,Single,1,No,Yes,No,80,Arterial Road
20168010,Single,1,No,No,No,40,Local Road
20165100,Multiple,2,No,No,No,110,Arterial Road
20161342,Single,1,No,Yes,No,70,Arterial Road
20165141,Single,1,No,No,No,50,Local Road
20161069,Single,1,No,No,No,100,Local Road
20165091,Single,1,No,No,No,110,Arterial Road
20164061,Single,1,No,No,No,50,Local Road
20161309,Single,1,No,No,No,100,Sub-arterial Road
20166007,Single,1,No,No,No,80,National or State Highway
20161009,Single,1,No,No,No,100,Local Road
20161199,Single,1,No,No,No,70,Arterial Road
20166022,Single,1,No,No,No,80,National or State Highway
20161027,Single,1,No,No,No,60,Arterial Road
20161295,Single,1,No,No,No,100,Arterial Road
20161093,Multiple,2,No,No,No,100,Arterial Road
20165047,Single,1,Yes,No,No,60,Arterial Road
20164076,Single,1,No,No,No,100,Sub-arterial Road
20161016,Single,1,No,No,No,100,Local Road
20161341,Single,1,No,No,No,50,Collector Road
20161098,Single,1,No,No,No,80,Arterial Road
20167021,Single,1,No,No,No,60,Arterial Road
20161331,Single,1,No,No,No,100,Arterial Road
20161068,Single,1,No,No,No,100,Arterial Road
20161048,Multiple,3,No,No,No,110,National or State Highway
20161256,Single,1,No,No,No,80,Arterial Road
20161263,Single,1,No,No,Yes,100,National or State Highway
20161294,Single,1,No,No,No,60,Sub-arterial Road
20161175,Single,1,No,No,No,60,Arterial Road
20161315,Single,1,Yes,No,No,50,Local Road
20161107,Single,1,No,No,No,100,Arterial Road
20164068,Multiple,4,No,Yes,No,110,National or State Highway
20165135,Single,1,No,No,No,110,National or State Highway
20165129,Multiple,2,No,No,No,50,Arterial Road
20161187,Single,1,No,No,No,100,Arterial Road
20161040,Single,1,No,No,No,80,Local Road
20161174,Single,1,No,No,No,100,Arterial Road
20161333,Single,1,No,No,No,80,Arterial Road
20161103,Single,1,No,No,No,60,National or State Highway
20161150,Single,1,No,No,No,100,National or State Highway
20161139,Single,1,No,Yes,No,60,Local Road
20166033,Single,1,No,No,No,100,Collector Road
20161120,Single,1,No,No,No,50,Local Road
20166031,Single,1,No,No,Yes,80,National or State Highway
20166015,Multiple,2,No,No,Yes,100,Arterial Road
20161189,Single,1,Yes,No,No,60,Arterial Road
20166026,Single,1,No,No,No,90,National or State Highway
20167030,Single,1,No,No,No,80,Arterial Road
20161298,Single,1,No,No,No,50,Local Road
20161006,Single,1,No,No,Yes,100,National or State Highway
20164002,Single,1,No,No,Yes,100,Arterial Road
20161182,Single,1,No,No,Yes,110,National or State Highway
20164032,Single,1,No,No,No,80,Sub-arterial Road
20164036,Single,1,No,No,No,80,National or State Highway
20167026,Single,1,No,No,No,110,Sub-arterial Road
20161332,Single,1,No,No,No,110,National or State Highway
20161083,Single,1,No,No,No,40,Arterial Road
20161287,Multiple,2,No,No,Yes,110,National or State Highway
20161321,Single,1,No,No,No,60,Sub-arterial Road
20161237,Single,1,No,No,No,50,Collector Road
20161073,Single,1,No,No,No,40,Local Road
20161126,Single,1,No,No,No,100,Arterial Road
20167003,Single,1,No,No,No,100,Arterial Road
20165006,Single,1,No,No,No,110,Arterial Road
20161154,Single,1,No,No,No,100,Local Road
20164058,Single,1,No,No,No,110,National or State Highway
20161260,Single,1,No,No,No,60,Arterial Road
20161327,Single,1,No,No,No,60,Local Road
20165021,Single,1,No,Yes,No,110,Arterial Road
20161337,Single,1,No,Yes,No,100,National or State Highway
20161127,Single,1,No,No,No,60,Sub-arterial Road
20161313,Single,1,No,No,No,100,National or State Highway
20167004,Single,1,No,No,No,110,Arterial Road
20165116,Single,1,No,No,No,60,Arterial Road
20165142,Single,1,No,No,No,80,Local Road
20161348,Single,1,No,Yes,No,80,Local Road
20161274,Single,1,No,No,No,100,Sub-arterial Road
20161220,Single,1,No,Yes,No,110,National or State Highway
20164055,Single,1,No,No,No,80,Arterial Road
20165161,Single,1,Yes,No,No,110,Local Road
20161345,Single,1,No,Yes,No,80,Arterial Road
20161306,Single,1,No,No,No,100,National or State Highway
20167029,Single,1,No,No,No,130,National or State Highway
20164009,Single,1,No,No,No,90,National or State Highway
20164019,Single,1,No,No,No,50,Sub-arterial Road
20161105,Single,1,No,Yes,No,80,Local Road
20165153,Single,1,No,No,No,110,National or State Highway
20166010,Single,1,No,No,No,100,Arterial Road
20165137,Single,1,No,No,No,110,Local Road
20161104,Single,1,No,No,No,50,Local Road
20161078,Single,1,No,No,No,50,Local Road
20164040,Multiple,2,No,No,Yes,110,National or State Highway
20165059,Multiple,3,No,No,No,60,Arterial Road
20161241,Single,1,No,No,No,80,Sub-arterial Road
20161008,Single,1,No,No,No,70,Arterial Road
20165020,Single,1,No,No,No,110,Arterial Road
20161311,Single,1,No,No,No,100,Arterial Road
20165015,Single,1,No,No,No,110,National or State Highway
20166018,Single,1,No,No,No,50,Local Road
20166014,Single,1,No,No,No,110,National or State Highway
20161036,Single,1,No,No,No,110,National or State Highway
20161165,Single,1,No,No,No,100,National or State Highway
20165044,Multiple,3,No,No,No,90,Arterial Road
20161282,Single,1,No,No,Yes,100,National or State Highway
20165093,Single,1,No,No,No,60,Local Road
20161201,Single,1,No,No,Yes,100,Arterial Road
20164024,Multiple,2,No,No,No,100,Sub-arterial Road
20161022,Single,1,No,No,No,100,Sub-arterial Road
20166017,Single,1,No,No,No,100,National or State Highway
20161259,Single,1,No,No,No,50,Collector Road
20164027,Single,1,No,No,Yes,100,Arterial Road
20161347,Multiple,2,No,No,No,80,Sub-arterial Road
20165019,Single,1,No,No,Yes,110,National or State Highway
20165155,Single,1,No,No,No,60,Arterial Road
20161030,Single,1,Yes,No,No,60,Arterial Road
20161158,Single,1,No,Yes,No,90,Arterial Road
20161114,Single,1,No,Yes,No,50,Local Road
20165075,Single,1,No,No,No,110,Arterial Road
20161355,Single,1,No,No,Yes,80,National or State Highway
20161121,Single,1,No,Yes,No,50,Sub-arterial Road
20161012,Single,1,No,No,No,80,National or State Highway
20167006,Single,1,No,No,Yes,130,National or State Highway
20161266,Single,1,No,No,No,100,National or State Highway
20168002,Single,1,No,No,No,80,Collector Road
20161316,Single,1,No,No,No,60,Local Road
20165148,Single,1,No,No,Yes,110,National or State Highway
20161281,Single,1,No,No,No,110,National or State Highway
20161045,Single,1,No,No,No,100,Arterial Road
20161200,Single,1,No,No,No,50,Local Road
